file,lat,lon,rr,year,month,day,hour,minute,second
polPhs_PAZ1.2019.264.22.52.G10_2010.2640_V05.nc,58.56,117.98,0.46,2019,9,21,22,52,5
polPhs_PAZ1.2019.264.05.04.G17_2010.2640_V05.nc,28.59,176.84,0.29,2019,9,21,5,4,6
polPhs_PAZ1.2019.264.16.19.G30_2010.2640_V05.nc,67.54,-25.84,1.25,2019,9,21,16,19,55
polPhs_PAZ1.2019.264.21.02.G05_2010.2640_V05.nc,68.38,-25.99,1.63,2019,9,21,21,2,4
polPhs_PAZ1.2019.264.18.11.G05_2010.2640_V05.nc,43.04,-169.06,0.31,2019,9,21,18,11,9
polPhs_PAZ1.2019.264.22.34.G25_2010.2640_V05.nc,56.83,-65.90,0.31,2019,9,21,22,34,23
polPhs_PAZ1.2019.264.12.01.G22_2010.2640_V05.nc,3.43,-76.97,0.20,2019,9,21,12,1,3
polPhs_PAZ1.2019.264.20.56.G12_2010.2640_V05.nc,45.02,-45.31,0.12,2019,9,21,20,56,39
polPhs_PAZ1.2019.264.03.11.G20_2010.2640_V05.nc,-37.23,-123.14,0.36,2019,9,21,3,11,30
polPhs_PAZ1.2019.265.19.49.G10_2010.2640_V05.nc,-39.35,166.46,1.00,2019,9,22,19,49,14
polPhs_PAZ1.2019.265.23.46.G26_2010.2640_V05.nc,33.97,-96.84,0.62,2019,9,22,23,46,32
polPhs_PAZ1.2019.265.04.26.G10_2010.2640_V05.nc,-49.62,-143.95,1.86,2019,9,22,4,26,16
polPhs_PAZ1.2019.265.06.10.G22_2010.2640_V05.nc,-9.48,-169.15,0.15,2019,9,22,6,10,28
polPhs_PAZ1.2019.265.22.59.G28_2010.2640_V05.nc,-34.02,98.61,1.33,2019,9,22,22,59,28
polPhs_PAZ1.2019.265.11.37.G18_2010.2640_V05.nc,26.17,-65.94,1.11,2019,9,22,11,37,30
polPhs_PAZ1.2019.265.17.37.G06_2010.2640_V05.nc,66.57,-32.72,4.35,2019,9,22,17,36,54
polPhs_PAZ1.2019.265.09.39.G12_2010.2640_V05.nc,63.13,134.86,0.18,2019,9,22,9,39,34
polPhs_PAZ1.2019.265.00.35.G22_2010.2640_V05.nc,23.72,95.38,0.54,2019,9,22,0,34,58
polPhs_PAZ1.2019.265.18.07.G29_2010.2640_V05.nc,-19.21,-165.36,0.86,2019,9,22,18,7,9
polPhs_PAZ1.2019.265.08.23.G15_2010.2640_V05.nc,49.38,-25.85,14.98,2019,9,22,8,23,23
polPhs_PAZ1.2019.265.03.30.G03_2010.2640_V05.nc,79.78,32.19,0.11,2019,9,22,3,30,42
polPhs_PAZ1.2019.265.23.40.G29_2010.2640_V05.nc,18.31,-72.35,0.26,2019,9,22,23,40,33
polPhs_PAZ1.2019.265.02.55.G20_2010.2640_V05.nc,-30.88,-119.49,0.45,2019,9,22,2,56,1
polPhs_PAZ1.2019.265.17.55.G05_2010.2640_V05.nc,37.13,-164.90,0.27,2019,9,22,17,55,13
polPhs_PAZ1.2019.265.00.39.G03_2010.2640_V05.nc,5.10,93.29,0.19,2019,9,22,0,39,26
polPhs_PAZ1.2019.265.16.18.G09_2010.2640_V05.nc,49.00,-148.88,6.43,2019,9,22,16,17,49
polPhs_PAZ1.2019.265.02.17.G06_2010.2640_V05.nc,-4.52,63.88,0.12,2019,9,22,2,17,38
polPhs_PAZ1.2019.265.18.17.G26_2010.2640_V05.nc,-43.56,169.66,1.07,2019,9,22,18,17,6
polPhs_PAZ1.2019.265.01.12.G05_2010.2640_V05.nc,-66.82,-98.08,2.05,2019,9,22,1,12,18
polPhs_PAZ1.2019.266.17.51.G29_2010.2640_V05.nc,-19.68,-162.96,0.79,2019,9,23,17,50,50
polPhs_PAZ1.2019.266.11.27.G01_2010.2640_V05.nc,2.66,-71.44,2.48,2019,9,23,11,27,26
polPhs_PAZ1.2019.266.14.23.G03_2010.2640_V05.nc,57.58,-114.07,0.55,2019,9,23,14,23,34
polPhs_PAZ1.2019.266.16.18.G29_2010.2640_V05.nc,-19.06,-156.71,1.06,2019,9,23,16,18,58
polPhs_PAZ1.2019.266.18.23.G14_2010.2640_V05.nc,-49.08,0.52,1.79,2019,9,23,18,22,56
polPhs_PAZ1.2019.266.13.18.G02_2010.2640_V05.nc,-53.46,-128.79,0.38,2019,9,23,13,18,28
polPhs_PAZ1.2019.266.00.59.G13_2010.2640_V05.nc,-48.35,-88.33,0.26,2019,9,23,0,59,26
polPhs_PAZ1.2019.266.10.56.G21_2010.2640_V05.nc,53.10,87.57,0.98,2019,9,23,10,56,4
polPhs_PAZ1.2019.266.18.47.G24_2010.2640_V05.nc,48.41,-48.03,1.29,2019,9,23,18,47,57
polPhs_PAZ1.2019.266.16.47.G14_2010.2640_V05.nc,-37.69,44.72,0.26,2019,9,23,16,48,4
polPhs_PAZ1.2019.266.12.50.G01_2010.2640_V05.nc,45.14,-76.10,0.33,2019,9,23,12,49,50
polPhs_PAZ1.2019.266.13.21.G24_2010.2640_V05.nc,-62.67,-163.22,0.21,2019,9,23,13,21,29
polPhs_PAZ1.2019.266.09.45.G10_2010.2640_V05.nc,31.98,-42.76,2.01,2019,9,23,9,44,57
polPhs_PAZ1.2019.266.19.21.G21_2010.2640_V05.nc,3.87,171.57,0.11,2019,9,23,19,20,59
polPhs_PAZ1.2019.266.07.44.G02_2010.2640_V05.nc,46.12,141.81,11.02,2019,9,23,7,44,18
polPhs_PAZ1.2019.266.21.57.G25_2010.2640_V05.nc,46.23,-63.39,0.20,2019,9,23,21,57,31
polPhs_PAZ1.2019.266.05.05.G05_2010.2640_V05.nc,11.42,26.98,2.74,2019,9,23,5,5,12
polPhs_PAZ1.2019.266.03.02.G01_2010.2640_V05.nc,56.05,-155.24,9.19,2019,9,23,3,2,33
polPhs_PAZ1.2019.266.04.24.G18_2010.2640_V05.nc,8.90,-148.58,0.53,2019,9,23,4,23,58
polPhs_PAZ1.2019.266.00.35.G24_2010.2640_V05.nc,-42.33,49.21,0.76,2019,9,23,0,35,5
polPhs_PAZ1.2019.266.04.28.G01_2010.2640_V05.nc,23.29,-155.35,0.34,2019,9,23,4,28,18
polPhs_PAZ1.2019.266.04.47.G06_2010.2640_V05.nc,69.97,85.08,2.36,2019,9,23,4,47,17
polPhs_PAZ1.2019.266.08.15.G20_2010.2640_V05.nc,9.60,-20.74,1.20,2019,9,23,8,15,23
polPhs_PAZ1.2019.266.12.21.G21_2010.2640_V05.nc,20.10,87.66,0.15,2019,9,23,12,21,27
polPhs_PAZ1.2019.266.13.51.G20_2010.2640_V05.nc,3.82,74.68,1.79,2019,9,23,13,50,50
polPhs_PAZ1.2019.266.15.27.G28_2010.2640_V05.nc,9.54,22.34,0.19,2019,9,23,15,27,32
polPhs_PAZ1.2019.266.07.52.G24_2010.2640_V05.nc,69.93,84.53,4.94,2019,9,23,7,52,29
polPhs_PAZ1.2019.266.10.29.G09_2010.2640_V05.nc,-48.85,114.35,0.11,2019,9,23,10,28,48
polPhs_PAZ1.2019.266.16.09.G02_2010.2640_V05.nc,10.59,-138.61,0.73,2019,9,23,16,9,17
polPhs_PAZ1.2019.266.15.45.G22_2010.2640_V05.nc,74.69,51.23,0.31,2019,9,23,15,45,11
polPhs_PAZ1.2019.267.05.32.G18_2010.2640_V05.nc,-22.48,-155.48,1.21,2019,9,24,5,32,6
polPhs_PAZ1.2019.267.09.04.G05_2010.2640_V05.nc,62.06,149.46,0.15,2019,9,24,9,4,39
polPhs_PAZ1.2019.267.08.54.G02_2010.2640_V05.nc,18.03,140.12,0.13,2019,9,24,8,53,58
polPhs_PAZ1.2019.267.11.30.G06_2010.2640_V05.nc,-66.04,-122.14,0.41,2019,9,24,11,30,23
polPhs_PAZ1.2019.267.19.38.G22_2010.2640_V05.nc,-57.63,-8.93,0.11,2019,9,24,19,38,15
polPhs_PAZ1.2019.267.08.17.G18_2010.2640_V05.nc,-55.47,-56.06,0.16,2019,9,24,8,17,18
polPhs_PAZ1.2019.267.22.50.G09_2010.2640_V05.nc,-47.48,-78.56,0.58,2019,9,24,22,50,24
polPhs_PAZ1.2019.267.23.48.G22_2010.2640_V05.nc,1.77,105.72,4.12,2019,9,24,23,48,30
polPhs_PAZ1.2019.267.12.34.G14_2010.2640_V05.nc,48.39,-95.84,0.56,2019,9,24,12,34,4
polPhs_PAZ1.2019.267.06.13.G13_2010.2640_V05.nc,42.91,21.64,0.21,2019,9,24,6,13,39
polPhs_PAZ1.2019.267.22.04.G32_2010.2640_V05.nc,33.82,142.83,1.39,2019,9,24,22,3,43
polPhs_PAZ1.2019.267.13.35.G20_2010.2640_V05.nc,11.58,78.05,1.44,2019,9,24,13,35,36
polPhs_PAZ1.2019.267.20.02.G12_2010.2640_V05.nc,32.01,-39.02,0.64,2019,9,24,20,1,52
polPhs_PAZ1.2019.267.22.59.G05_2010.2640_V05.nc,-9.81,-61.77,0.24,2019,9,24,22,59,17
polPhs_PAZ1.2019.267.03.10.G06_2010.2640_V05.nc,22.60,59.13,0.61,2019,9,24,3,9,52
polPhs_PAZ1.2019.267.18.38.G28_2010.2640_V05.nc,78.51,30.21,0.18,2019,9,24,18,38,14
polPhs_PAZ1.2019.267.10.07.G06_2010.2640_V05.nc,-54.21,152.46,0.30,2019,9,24,10,7,57
polPhs_PAZ1.2019.267.22.27.G22_2010.2640_V05.nc,-49.27,126.16,0.29,2019,9,24,22,27,17
polPhs_PAZ1.2019.267.02.42.G11_2010.2640_V05.nc,44.72,-150.70,1.76,2019,9,24,2,42,11
polPhs_PAZ1.2019.267.23.30.G10_2010.2640_V05.nc,77.19,102.40,0.28,2019,9,24,23,30,9
polPhs_PAZ1.2019.267.06.36.G16_2010.2640_V05.nc,-33.27,-16.37,0.24,2019,9,24,6,36,1
polPhs_PAZ1.2019.267.00.04.G22_2010.2640_V05.nc,9.36,102.33,1.45,2019,9,24,0,3,52
polPhs_PAZ1.2019.268.20.18.G20_2010.2640_V05.nc,15.54,158.77,0.13,2019,9,25,20,18,16
polPhs_PAZ1.2019.268.12.46.G02_2010.2640_V05.nc,-62.07,-135.72,0.75,2019,9,25,12,46,44
polPhs_PAZ1.2019.268.04.48.G21_2010.2640_V05.nc,-49.52,2.08,0.23,2019,9,25,4,48,37
polPhs_PAZ1.2019.268.07.24.G05_2010.2640_V05.nc,77.08,-12.29,0.13,2019,9,25,7,24,28
polPhs_PAZ1.2019.268.11.33.G05_2010.2640_V05.nc,-29.18,110.46,0.26,2019,9,25,11,33,28
polPhs_PAZ1.2019.268.14.12.G02_2010.2640_V05.nc,-31.07,-125.89,2.19,2019,9,25,14,12,35
polPhs_PAZ1.2019.268.07.32.G13_2010.2640_V05.nc,48.53,-18.37,0.17,2019,9,25,7,31,57
polPhs_PAZ1.2019.268.06.38.G18_2010.2640_V05.nc,-59.58,-146.05,1.62,2019,9,25,6,38,40
polPhs_PAZ1.2019.268.11.47.G16_2010.2640_V05.nc,19.78,80.11,0.78,2019,9,25,11,47,12
polPhs_PAZ1.2019.268.05.51.G30_2010.2640_V05.nc,69.51,12.28,0.22,2019,9,25,5,51,27
polPhs_PAZ1.2019.268.20.24.G10_2010.2640_V05.nc,-9.68,156.23,1.49,2019,9,25,20,24,25
polPhs_PAZ1.2019.268.02.13.G30_2010.2640_V05.nc,11.59,-143.01,3.54,2019,9,25,2,13,39
polPhs_PAZ1.2019.268.03.38.G10_2010.2640_V05.nc,-32.38,-131.06,0.57,2019,9,25,3,38,29
polPhs_PAZ1.2019.268.20.36.G18_2010.2640_V05.nc,-45.76,128.26,0.37,2019,9,25,20,36,1
polPhs_PAZ1.2019.268.10.10.G05_2010.2640_V05.nc,19.36,129.41,0.32,2019,9,25,10,10,43
polPhs_PAZ1.2019.268.01.14.G23_2010.2640_V05.nc,26.44,95.54,1.04,2019,9,25,1,14,30
polPhs_PAZ1.2019.268.17.16.G16_2010.2640_V05.nc,-12.31,175.65,0.34,2019,9,25,17,16,35
polPhs_PAZ1.2019.268.12.13.G18_2010.2640_V05.nc,50.51,-60.72,0.84,2019,9,25,12,13,9
polPhs_PAZ1.2019.268.00.05.G06_2010.2640_V05.nc,-52.34,71.55,1.13,2019,9,25,0,4,55
polPhs_PAZ1.2019.268.10.41.G14_2010.2640_V05.nc,36.38,-44.90,5.80,2019,9,25,10,41,38
polPhs_PAZ1.2019.268.21.17.G29_2010.2640_V05.nc,25.05,-63.67,0.23,2019,9,25,21,17,36
polPhs_PAZ1.2019.268.03.13.G05_2010.2640_V05.nc,-56.12,56.08,1.29,2019,9,25,3,13,40
polPhs_PAZ1.2019.268.09.24.G08_2010.2640_V05.nc,-21.56,-44.17,6.30,2019,9,25,9,24,54
polPhs_PAZ1.2019.268.15.26.G23_2010.2640_V05.nc,49.37,-140.18,0.54,2019,9,25,15,26,2
polPhs_PAZ1.2019.268.18.22.G02_2010.2640_V05.nc,70.38,-76.84,0.19,2019,9,25,18,22,36
polPhs_PAZ1.2019.268.02.26.G11_2010.2640_V05.nc,48.89,-152.24,0.41,2019,9,25,2,26,1
polPhs_PAZ1.2019.268.02.31.G01_2010.2640_V05.nc,64.77,-163.58,0.12,2019,9,25,2,31,2
polPhs_PAZ1.2019.268.01.22.G25_2010.2640_V05.nc,3.05,52.65,0.13,2019,9,25,1,23,3
polPhs_PAZ1.2019.268.19.24.G14_2010.2640_V05.nc,-41.30,-33.40,1.16,2019,9,25,19,24,7
polPhs_PAZ1.2019.268.15.12.G07_2010.2640_V05.nc,69.72,-22.07,0.13,2019,9,25,15,11,58
polPhs_PAZ1.2019.269.16.11.G18_2010.2640_V05.nc,9.81,34.21,0.53,2019,9,26,16,11,8
polPhs_PAZ1.2019.269.06.44.G17_2010.2640_V05.nc,19.54,177.44,0.76,2019,9,26,6,44,27
polPhs_PAZ1.2019.269.20.57.G02_2010.2640_V05.nc,13.70,-39.00,0.29,2019,9,26,20,57,1
polPhs_PAZ1.2019.269.17.40.G01_2010.2640_V05.nc,-10.64,18.07,1.70,2019,9,26,17,40,3
polPhs_PAZ1.2019.269.00.24.G21_2010.2640_V05.nc,15.72,-91.50,0.22,2019,9,26,0,24,39
polPhs_PAZ1.2019.269.21.24.G24_2010.2640_V05.nc,64.98,136.99,0.33,2019,9,26,21,23,54
polPhs_PAZ1.2019.269.19.40.G24_2010.2640_V05.nc,69.72,-99.24,0.72,2019,9,26,19,40,2
polPhs_PAZ1.2019.269.01.01.G03_2010.2640_V05.nc,23.66,88.10,0.35,2019,9,26,1,0,53
polPhs_PAZ1.2019.269.09.55.G05_2010.2640_V05.nc,27.54,133.15,0.44,2019,9,26,9,55,37
polPhs_PAZ1.2019.269.21.32.G10_2010.2640_V05.nc,30.81,140.45,0.42,2019,9,26,21,32,25
polPhs_PAZ1.2019.269.21.00.G29_2010.2640_V05.nc,27.30,-62.83,6.77,2019,9,26,21,0,43
polPhs_PAZ1.2019.269.04.04.G23_2010.2640_V05.nc,46.86,19.12,1.03,2019,9,26,4,4,55
polPhs_PAZ1.2019.269.17.42.G22_2010.2640_V05.nc,-0.12,16.92,0.22,2019,9,26,17,42,45
polPhs_PAZ1.2019.269.23.14.G01_2010.2640_V05.nc,1.36,111.52,0.16,2019,9,26,23,14,43
polPhs_PAZ1.2019.269.22.10.G06_2010.2640_V05.nc,-58.75,-21.30,0.33,2019,9,26,22,10,16
polPhs_PAZ1.2019.269.22.28.G05_2010.2640_V05.nc,5.44,-54.89,1.68,2019,9,26,22,28,40
polPhs_PAZ1.2019.269.10.25.G14_2010.2640_V05.nc,31.70,-40.56,2.49,2019,9,26,10,25,4
polPhs_PAZ1.2019.269.03.09.G21_2010.2640_V05.nc,-65.81,-78.11,0.69,2019,9,26,3,9,2
polPhs_PAZ1.2019.269.19.31.G02_2010.2640_V05.nc,45.60,-36.19,0.33,2019,9,26,19,31,14
polPhs_PAZ1.2019.269.12.07.G22_2010.2640_V05.nc,15.11,-78.25,7.58,2019,9,26,12,6,53
polPhs_PAZ1.2019.269.00.39.G10_2010.2640_V05.nc,72.34,-81.22,0.14,2019,9,26,0,39,1
polPhs_PAZ1.2019.269.11.08.G07_2010.2640_V05.nc,-61.43,104.42,1.63,2019,9,26,11,8,27
polPhs_PAZ1.2019.269.13.05.G20_2010.2640_V05.nc,26.81,84.88,0.22,2019,9,26,13,5,9
polPhs_PAZ1.2019.269.11.12.G09_2010.2640_V05.nc,-44.71,89.66,0.62,2019,9,26,11,11,50
polPhs_PAZ1.2019.269.21.56.G22_2010.2640_V05.nc,-61.70,133.74,0.18,2019,9,26,21,56,31
polPhs_PAZ1.2019.270.17.27.G22_2010.2640_V05.nc,7.71,20.25,0.11,2019,9,27,17,27,30
polPhs_PAZ1.2019.270.00.08.G21_2010.2640_V05.nc,20.39,-89.74,2.68,2019,9,27,0,8,39
polPhs_PAZ1.2019.270.08.00.G19_2010.2640_V05.nc,21.87,165.11,0.19,2019,9,27,8,0,48
polPhs_PAZ1.2019.270.18.23.G16_2010.2640_V05.nc,-33.94,165.74,0.35,2019,9,27,18,23,14
polPhs_PAZ1.2019.270.19.15.G02_2010.2640_V05.nc,50.22,-37.06,0.13,2019,9,27,19,15,23
polPhs_PAZ1.2019.270.12.43.G21_2010.2640_V05.nc,6.66,87.41,2.54,2019,9,27,12,43,22
polPhs_PAZ1.2019.270.04.04.G05_2010.2640_V05.nc,-20.16,40.95,0.11,2019,9,27,4,4,15
polPhs_PAZ1.2019.270.02.15.G09_2010.2640_V05.nc,26.87,79.69,0.21,2019,9,27,2,15,7
polPhs_PAZ1.2019.270.09.05.G07_2010.2640_V05.nc,-68.27,-110.12,0.41,2019,9,27,9,5,27
polPhs_PAZ1.2019.270.18.26.G20_2010.2640_V05.nc,-48.52,-175.73,0.78,2019,9,27,18,26,1
polPhs_PAZ1.2019.270.08.42.G28_2010.2640_V05.nc,2.45,-57.45,1.17,2019,9,27,8,42,24
polPhs_PAZ1.2019.270.23.33.G07_2010.2640_V05.nc,-48.50,-89.62,0.65,2019,9,27,23,32,55
polPhs_PAZ1.2019.270.18.28.G26_2010.2640_V05.nc,-55.19,169.14,0.85,2019,9,27,18,28,38
polPhs_PAZ1.2019.270.20.04.G11_2010.2640_V05.nc,-55.45,110.54,0.25,2019,9,27,20,4,26
polPhs_PAZ1.2019.270.02.59.G15_2010.2640_V05.nc,-50.99,-138.75,2.08,2019,9,27,2,59,44
polPhs_PAZ1.2019.270.20.24.G23_2010.2640_V05.nc,-45.34,-20.42,0.45,2019,9,27,20,24,6
polPhs_PAZ1.2019.270.18.18.G21_2010.2640_V05.nc,-15.55,-179.60,0.29,2019,9,27,18,17,57
polPhs_PAZ1.2019.270.23.49.G29_2010.2640_V05.nc,25.35,-71.19,2.45,2019,9,27,23,49,43
polPhs_PAZ1.2019.270.07.21.G10_2010.2640_V05.nc,-47.04,-7.31,0.22,2019,9,27,7,21,34
polPhs_PAZ1.2019.270.09.19.G23_2010.2640_V05.nc,-49.77,130.68,0.17,2019,9,27,9,19,44
polPhs_PAZ1.2019.270.13.10.G01_2010.2640_V05.nc,61.06,-62.92,1.33,2019,9,27,13,10,24
polPhs_PAZ1.2019.270.00.16.G26_2010.2640_V05.nc,49.03,-100.09,0.19,2019,9,27,0,16,23
polPhs_PAZ1.2019.270.00.23.G10_2010.2640_V05.nc,77.63,-75.72,1.01,2019,9,27,0,23,21
polPhs_PAZ1.2019.270.01.05.G02_2010.2640_V05.nc,-52.93,52.88,0.19,2019,9,27,1,5,27
polPhs_PAZ1.2019.270.23.52.G16_2010.2640_V05.nc,23.85,-100.32,0.36,2019,9,27,23,52,19
polPhs_PAZ1.2019.270.12.00.G17_2010.2640_V05.nc,-19.40,-89.87,0.13,2019,9,27,11,59,55
polPhs_PAZ1.2019.272.04.02.G32_2010.2640_V05.nc,-34.10,-128.82,0.50,2019,9,29,4,2,24
polPhs_PAZ1.2019.272.09.00.G02_2010.2640_V05.nc,9.61,141.89,0.85,2019,9,29,9,0,4
polPhs_PAZ1.2019.272.16.53.G01_2010.2640_V05.nc,5.74,24.57,0.22,2019,9,29,16,53,13
polPhs_PAZ1.2019.272.16.00.G02_2010.2640_V05.nc,12.70,-134.64,1.21,2019,9,29,15,59,42
polPhs_PAZ1.2019.272.03.04.G03_2010.2640_V05.nc,81.52,53.17,0.36,2019,9,29,3,4,33
polPhs_PAZ1.2019.272.19.24.G10_2010.2640_V05.nc,-40.26,170.86,0.29,2019,9,29,19,23,50
polPhs_PAZ1.2019.272.14.18.G23_2010.2640_V05.nc,43.98,-108.64,0.11,2019,9,29,14,17,44
polPhs_PAZ1.2019.272.07.30.G12_2010.2640_V05.nc,28.42,145.99,0.14,2019,9,29,7,30,40
polPhs_PAZ1.2019.272.01.15.G10_2010.2640_V05.nc,46.75,-96.64,0.25,2019,9,29,1,14,47
polPhs_PAZ1.2019.272.21.02.G01_2010.2640_V05.nc,-45.76,120.85,0.22,2019,9,29,21,1,57
polPhs_PAZ1.2019.272.06.06.G28_2010.2640_V05.nc,71.98,-166.91,0.12,2019,9,29,6,6,22
polPhs_PAZ1.2019.272.15.35.G22_2010.2640_V05.nc,68.26,46.53,0.13,2019,9,29,15,35,0
polPhs_PAZ1.2019.272.13.30.G13_2010.2640_V05.nc,-47.89,68.99,0.20,2019,9,29,13,30,13
polPhs_PAZ1.2019.272.17.52.G26_2010.2640_V05.nc,-45.16,172.93,0.11,2019,9,29,17,51,47
polPhs_PAZ1.2019.272.19.03.G15_2010.2640_V05.nc,35.89,-175.84,5.02,2019,9,29,19,3,48
polPhs_PAZ1.2019.272.01.08.G20_2010.2640_V05.nc,20.27,-96.01,0.30,2019,9,29,1,8,3
polPhs_PAZ1.2019.272.08.27.G07_2010.2640_V05.nc,-59.23,-85.65,1.22,2019,9,29,8,27,17
polPhs_PAZ1.2019.272.22.05.G20_2010.2640_V05.nc,73.59,142.16,0.36,2019,9,29,22,4,43
polPhs_PAZ1.2019.272.04.14.G18_2010.2640_V05.nc,6.11,-145.11,0.11,2019,9,29,4,14,24
polPhs_PAZ1.2019.272.11.12.G18_2010.2640_V05.nc,21.46,-60.05,0.21,2019,9,29,11,12,39
polPhs_PAZ1.2019.272.14.44.G12_2010.2640_V05.nc,-54.38,-132.00,0.17,2019,9,29,14,44,10
polPhs_PAZ1.2019.273.16.33.G18_2010.2640_V05.nc,-2.40,33.46,0.16,2019,9,30,16,33,22
polPhs_PAZ1.2019.273.04.13.G03_2010.2640_V05.nc,67.63,-140.01,0.32,2019,9,30,4,13,18
polPhs_PAZ1.2019.273.23.29.G32_2010.2640_V05.nc,48.86,101.04,0.32,2019,9,30,23,29,8
polPhs_PAZ1.2019.273.22.17.G22_2010.2640_V05.nc,-42.92,126.42,0.47,2019,9,30,22,17,32
polPhs_PAZ1.2019.273.13.26.G20_2010.2640_V05.nc,6.45,80.03,4.51,2019,9,30,13,25,47
polPhs_PAZ1.2019.273.20.24.G20_2010.2640_V05.nc,27.09,158.28,1.10,2019,9,30,20,24,7
polPhs_PAZ1.2019.273.20.10.G24_2010.2640_V05.nc,72.81,-155.33,0.12,2019,9,30,20,10,34
polPhs_PAZ1.2019.273.11.56.G21_2010.2640_V05.nc,20.64,92.87,0.13,2019,9,30,11,55,50
polPhs_PAZ1.2019.273.18.32.G28_2010.2640_V05.nc,82.72,88.68,0.41,2019,9,30,18,32,3
polPhs_PAZ1.2019.273.16.03.G31_2010.2640_V05.nc,-56.92,163.14,0.49,2019,9,30,16,3,2
polPhs_PAZ1.2019.273.14.25.G12_2010.2640_V05.nc,-49.01,-130.50,0.24,2019,9,30,14,25,34
polPhs_PAZ1.2019.273.14.03.G09_2010.2640_V05.nc,23.05,-98.54,0.17,2019,9,30,14,3,0
polPhs_PAZ1.2019.273.16.23.G32_2010.2640_V05.nc,-39.98,42.61,0.90,2019,9,30,16,23,35
polPhs_PAZ1.2019.273.06.04.G05_2010.2640_V05.nc,51.92,14.21,0.16,2019,9,30,6,4,53
polPhs_PAZ1.2019.273.16.37.G11_2010.2640_V05.nc,12.36,30.61,0.82,2019,9,30,16,37,22
polPhs_PAZ1.2019.273.10.18.G26_2010.2640_V05.nc,14.86,99.28,0.36,2019,9,30,10,18,41
polPhs_PAZ1.2019.273.11.39.G07_2010.2640_V05.nc,-41.67,86.67,0.14,2019,9,30,11,38,55
polPhs_PAZ1.2019.274.17.53.G03_2010.2640_V05.nc,6.65,13.33,1.47,2019,10,1,17,53,15
polPhs_PAZ1.2019.274.03.23.G24_2010.2640_V05.nc,-60.01,-137.01,1.71,2019,10,1,3,23,15
polPhs_PAZ1.2019.274.18.23.G05_2010.2640_V05.nc,62.35,-169.20,1.32,2019,10,1,18,23,30
polPhs_PAZ1.2019.274.22.34.G05_2010.2640_V05.nc,-6.53,-56.25,0.20,2019,10,1,22,34,25
polPhs_PAZ1.2019.274.02.05.G10_2010.2640_V05.nc,10.77,-109.88,8.02,2019,10,1,2,5,41
polPhs_PAZ1.2019.274.23.39.G06_2010.2640_V05.nc,-51.49,74.75,2.76,2019,10,1,23,38,50
polPhs_PAZ1.2019.274.08.30.G29_2010.2640_V05.nc,28.69,120.97,0.52,2019,10,1,8,30,30
polPhs_PAZ1.2019.274.15.26.G26_2010.2640_V05.nc,7.31,-157.85,0.99,2019,10,1,15,26,18
polPhs_PAZ1.2019.274.06.13.G20_2010.2640_V05.nc,-48.40,6.06,1.91,2019,10,1,6,13,9
polPhs_PAZ1.2019.274.19.36.G12_2010.2640_V05.nc,33.29,-34.66,3.70,2019,10,1,19,36,18
polPhs_PAZ1.2019.274.14.02.G02_2010.2640_V05.nc,-26.71,-122.41,1.52,2019,10,1,14,2,41
polPhs_PAZ1.2019.274.17.14.G21_2010.2640_V05.nc,-31.74,-173.12,0.83,2019,10,1,17,13,50
polPhs_PAZ1.2019.274.09.21.G01_2010.2640_V05.nc,-36.22,-57.49,0.16,2019,10,1,9,20,50
polPhs_PAZ1.2019.274.03.53.G22_2010.2640_V05.nc,56.68,-138.35,3.04,2019,10,1,3,53,13
polPhs_PAZ1.2019.274.06.28.G18_2010.2640_V05.nc,-61.71,-135.38,0.40,2019,10,1,6,28,28
polPhs_PAZ1.2019.274.08.28.G02_2010.2640_V05.nc,18.52,145.53,0.19,2019,10,1,8,28,20
polPhs_PAZ1.2019.274.15.43.G31_2010.2640_V05.nc,-49.97,175.32,1.68,2019,10,1,15,42,53
polPhs_PAZ1.2019.274.03.29.G10_2010.2640_V05.nc,-36.53,-128.21,0.93,2019,10,1,3,29,1
polPhs_PAZ1.2019.275.15.44.G15_2010.2640_V05.nc,-50.78,14.56,1.09,2019,10,2,15,44,42
polPhs_PAZ1.2019.275.06.22.G22_2010.2640_V05.nc,-32.32,-170.61,0.38,2019,10,2,6,22,32
polPhs_PAZ1.2019.275.12.40.G30_2010.2640_V05.nc,-37.70,69.84,2.61,2019,10,2,12,40,24
polPhs_PAZ1.2019.275.03.37.G22_2010.2640_V05.nc,62.35,-135.54,0.12,2019,10,2,3,37,43
polPhs_PAZ1.2019.275.08.42.G20_2010.2640_V05.nc,39.38,-24.72,0.11,2019,10,2,8,42,40
polPhs_PAZ1.2019.275.19.53.G20_2010.2640_V05.nc,12.78,164.57,0.24,2019,10,2,19,53,12
polPhs_PAZ1.2019.275.09.58.G21_2010.2640_V05.nc,61.17,82.65,1.56,2019,10,2,9,58,39
polPhs_PAZ1.2019.275.06.46.G02_2010.2640_V05.nc,54.26,142.64,0.83,2019,10,2,6,46,27
polPhs_PAZ1.2019.275.17.22.G32_2010.2640_V05.nc,-49.02,12.64,0.14,2019,10,2,17,22,39
polPhs_PAZ1.2019.275.16.02.G18_2010.2640_V05.nc,7.24,37.74,2.79,2019,10,2,16,1,48
polPhs_PAZ1.2019.275.18.31.G20_2010.2640_V05.nc,-35.81,-178.22,0.95,2019,10,2,18,31,10
