file,lat,lon,rr,year,month,day,hour,minute,second
polPhs_PAZ1.2018.221.09.45.G22_2010.2640_V05.nc,-45.00,142.45,0.13,2018,8,9,9,45,35
polPhs_PAZ1.2018.221.06.15.G29_2010.2640_V05.nc,-52.47,-17.93,1.11,2018,8,9,6,15,29
polPhs_PAZ1.2018.221.20.28.G31_2010.2640_V05.nc,-52.40,143.04,1.28,2018,8,9,20,28,17
polPhs_PAZ1.2018.221.22.00.G09_2010.2640_V05.nc,-42.57,88.68,0.45,2018,8,9,21,59,55
polPhs_PAZ1.2018.221.13.27.G14_2010.2640_V05.nc,69.37,15.38,0.25,2018,8,9,13,27,48
polPhs_PAZ1.2018.221.10.03.G19_2010.2640_V05.nc,19.08,123.19,2.70,2018,8,9,10,3,2
polPhs_PAZ1.2018.221.04.59.G13_2010.2640_V05.nc,-53.20,-171.31,1.31,2018,8,9,4,59,13
polPhs_PAZ1.2018.221.09.57.G17_2010.2640_V05.nc,0.35,129.77,0.22,2018,8,9,9,57,40
polPhs_PAZ1.2018.221.15.45.G06_2010.2640_V05.nc,-60.76,-129.20,0.66,2018,8,9,15,45,0
polPhs_PAZ1.2018.221.09.16.G26_2010.2640_V05.nc,-20.82,-45.72,0.16,2018,8,9,9,15,55
polPhs_PAZ1.2018.221.06.35.G20_2010.2640_V05.nc,-49.11,-179.39,0.72,2018,8,9,6,35,39
polPhs_PAZ1.2018.221.11.20.G22_2010.2640_V05.nc,-48.77,92.35,1.87,2018,8,9,11,19,50
polPhs_PAZ1.2018.221.19.13.G27_2010.2640_V05.nc,-44.90,8.07,0.42,2018,8,9,19,13,32
polPhs_PAZ1.2018.221.00.34.G25_2010.2640_V05.nc,19.52,-98.19,0.27,2018,8,9,0,34,12
polPhs_PAZ1.2018.221.19.47.G19_2010.2640_V05.nc,70.63,-72.49,0.86,2018,8,9,19,47,21
polPhs_PAZ1.2018.221.13.15.G29_2010.2640_V05.nc,27.98,71.28,0.34,2018,8,9,13,15,18
polPhs_PAZ1.2018.221.01.29.G30_2010.2640_V05.nc,-48.31,66.40,1.54,2018,8,9,1,29,6
polPhs_PAZ1.2018.222.08.38.G02_2010.2640_V05.nc,59.02,-25.96,1.25,2018,8,10,8,37,56
polPhs_PAZ1.2018.222.08.10.G28_2010.2640_V05.nc,17.26,152.40,0.27,2018,8,10,8,10,8
polPhs_PAZ1.2018.222.21.44.G27_2010.2640_V05.nc,-45.04,113.08,0.34,2018,8,10,21,44,35
polPhs_PAZ1.2018.222.00.13.G31_2010.2640_V05.nc,10.74,-109.57,1.22,2018,8,10,0,13,45
polPhs_PAZ1.2018.222.14.24.G29_2010.2640_V05.nc,-2.20,63.86,0.21,2018,8,10,14,24,9
polPhs_PAZ1.2018.222.17.24.G13_2010.2640_V05.nc,-36.94,-1.62,1.51,2018,8,10,17,24,52
polPhs_PAZ1.2018.222.12.34.G19_2010.2640_V05.nc,-56.21,114.95,0.50,2018,8,10,12,33,58
polPhs_PAZ1.2018.222.18.57.G20_2010.2640_V05.nc,-50.56,-12.18,0.86,2018,8,10,18,56,53
polPhs_PAZ1.2018.222.19.23.G30_2010.2640_V05.nc,49.23,-22.74,4.29,2018,8,10,19,22,49
polPhs_PAZ1.2018.222.18.10.G03_2010.2640_V05.nc,43.72,166.44,0.14,2018,8,10,18,10,33
polPhs_PAZ1.2018.222.09.53.G06_2010.2640_V05.nc,54.11,136.24,1.67,2018,8,10,9,53,58
polPhs_PAZ1.2018.222.09.24.G14_2010.2640_V05.nc,-61.96,127.99,3.39,2018,8,10,9,24,35
polPhs_PAZ1.2018.222.14.13.G05_2010.2640_V05.nc,-39.13,78.91,0.24,2018,8,10,14,13,49
polPhs_PAZ1.2018.222.11.02.G22_2010.2640_V05.nc,-50.21,100.87,1.38,2018,8,10,11,2,45
polPhs_PAZ1.2018.222.19.45.G09_2010.2640_V05.nc,44.57,145.61,0.16,2018,8,10,19,45,24
polPhs_PAZ1.2018.222.19.12.G18_2010.2640_V05.nc,13.60,-5.78,3.16,2018,8,10,19,12,12
polPhs_PAZ1.2018.222.01.50.G29_2010.2640_V05.nc,13.37,-112.16,0.84,2018,8,10,1,49,50
polPhs_PAZ1.2018.222.00.17.G25_2010.2640_V05.nc,20.12,-96.86,0.27,2018,8,10,0,17,19
polPhs_PAZ1.2018.222.04.46.G20_2010.2640_V05.nc,-21.95,-138.69,0.74,2018,8,10,4,47,8
polPhs_PAZ1.2018.222.07.26.G26_2010.2640_V05.nc,-30.75,-42.95,0.26,2018,8,10,7,26,46
polPhs_PAZ1.2018.222.16.50.G06_2010.2640_V05.nc,-16.49,-150.20,0.11,2018,8,10,16,50,26
polPhs_PAZ1.2018.222.12.52.G12_2010.2640_V05.nc,21.04,93.60,1.17,2018,8,10,12,52,45
polPhs_PAZ1.2018.222.08.24.G13_2010.2640_V05.nc,63.55,101.47,1.18,2018,8,10,8,23,48
polPhs_PAZ1.2018.222.13.14.G32_2010.2640_V05.nc,76.30,-24.66,4.76,2018,8,10,13,14,27
polPhs_PAZ1.2018.223.00.45.G13_2010.2640_V05.nc,-17.72,58.46,0.11,2018,8,11,0,45,4
polPhs_PAZ1.2018.223.22.13.G24_2010.2640_V05.nc,40.31,-72.81,0.88,2018,8,11,22,13,14
polPhs_PAZ1.2018.223.22.42.G21_2010.2640_V05.nc,25.92,123.15,0.30,2018,8,11,22,42,22
polPhs_PAZ1.2018.223.06.16.G08_2010.2640_V05.nc,9.90,-177.48,0.22,2018,8,11,6,16,6
polPhs_PAZ1.2018.223.12.18.G23_2010.2640_V05.nc,-58.60,84.08,1.10,2018,8,11,12,18,0
polPhs_PAZ1.2018.223.16.03.G23_2010.2640_V05.nc,68.11,-32.93,0.75,2018,8,11,16,2,59
polPhs_PAZ1.2018.223.06.24.G18_2010.2640_V05.nc,43.08,-173.33,0.13,2018,8,11,6,23,59
polPhs_PAZ1.2018.223.03.04.G09_2010.2640_V05.nc,7.59,-154.83,1.00,2018,8,11,3,4,9
polPhs_PAZ1.2018.223.22.48.G30_2010.2640_V05.nc,-2.67,90.32,1.02,2018,8,11,22,48,47
polPhs_PAZ1.2018.223.16.15.G01_2010.2640_V05.nc,59.04,-142.05,1.76,2018,8,11,16,14,59
polPhs_PAZ1.2018.223.22.00.G17_2010.2640_V05.nc,-4.61,-49.56,0.78,2018,8,11,22,0,30
polPhs_PAZ1.2018.223.11.03.G12_2010.2640_V05.nc,18.98,102.92,0.66,2018,8,11,11,3,47
polPhs_PAZ1.2018.223.15.53.G09_2010.2640_V05.nc,42.37,0.30,0.35,2018,8,11,15,53,32
polPhs_PAZ1.2018.223.11.05.G25_2010.2640_V05.nc,27.28,85.96,0.76,2018,8,11,11,5,30
polPhs_PAZ1.2018.223.15.06.G19_2010.2640_V05.nc,-38.91,-141.40,0.88,2018,8,11,15,6,13
polPhs_PAZ1.2018.223.08.33.G29_2010.2640_V05.nc,7.48,-26.87,0.25,2018,8,11,8,33,20
polPhs_PAZ1.2018.223.13.58.G09_2010.2640_V05.nc,-36.34,50.13,0.47,2018,8,11,13,57,52
polPhs_PAZ1.2018.223.00.48.G18_2010.2640_V05.nc,-30.42,90.29,1.41,2018,8,11,0,48,19
polPhs_PAZ1.2018.223.11.18.G29_2010.2640_V05.nc,69.86,51.69,0.11,2018,8,11,11,18,33
polPhs_PAZ1.2018.223.06.10.G13_2010.2640_V05.nc,-6.11,161.90,0.19,2018,8,11,6,11,10
polPhs_PAZ1.2018.223.16.25.G17_2010.2640_V05.nc,14.36,-142.80,3.82,2018,8,11,16,25,30
polPhs_PAZ1.2018.224.15.13.G05_2010.2640_V05.nc,-48.40,50.17,0.32,2018,8,12,15,13,16
polPhs_PAZ1.2018.224.02.31.G02_2010.2640_V05.nc,-61.52,-113.36,1.38,2018,8,12,2,30,57
polPhs_PAZ1.2018.224.20.51.G29_2010.2640_V05.nc,18.37,151.91,0.19,2018,8,12,20,51,33
polPhs_PAZ1.2018.224.22.44.G08_2010.2640_V05.nc,-41.68,99.74,0.37,2018,8,12,22,44,4
polPhs_PAZ1.2018.224.12.57.G15_2010.2640_V05.nc,15.86,-119.41,1.35,2018,8,12,12,57,33
polPhs_PAZ1.2018.224.05.41.G15_2010.2640_V05.nc,-57.69,-176.24,1.70,2018,8,12,5,41,28
polPhs_PAZ1.2018.224.10.09.G08_2010.2640_V05.nc,-55.90,-84.55,2.31,2018,8,12,10,9,32
polPhs_PAZ1.2018.224.02.10.G17_2010.2640_V05.nc,-39.97,50.76,0.41,2018,8,12,2,10,32
polPhs_PAZ1.2018.224.02.57.G23_2010.2640_V05.nc,44.55,-167.57,1.50,2018,8,12,2,58,15
polPhs_PAZ1.2018.224.09.15.G12_2010.2640_V05.nc,36.30,104.04,0.11,2018,8,12,9,15,9
polPhs_PAZ1.2018.224.00.18.G27_2010.2640_V05.nc,19.53,101.24,1.12,2018,8,12,0,18,2
polPhs_PAZ1.2018.224.10.44.G06_2010.2640_V05.nc,17.25,120.93,4.45,2018,8,12,10,44,31
polPhs_PAZ1.2018.224.12.07.G06_2010.2640_V05.nc,-31.13,101.45,2.55,2018,8,12,12,7,28
polPhs_PAZ1.2018.224.22.26.G21_2010.2640_V05.nc,19.29,126.71,4.04,2018,8,12,22,26,34
polPhs_PAZ1.2018.224.17.08.G07_2010.2640_V05.nc,27.67,0.57,0.18,2018,8,12,17,7,57
polPhs_PAZ1.2018.224.01.54.G18_2010.2640_V05.nc,14.58,74.49,1.96,2018,8,12,1,54,40
polPhs_PAZ1.2018.224.03.03.G27_2010.2640_V05.nc,59.39,-162.32,0.43,2018,8,12,3,3,27
polPhs_PAZ1.2018.224.16.19.G12_2010.2640_V05.nc,-21.96,-164.55,2.97,2018,8,12,16,19,20
polPhs_PAZ1.2018.224.04.05.G29_2010.2640_V05.nc,-56.14,-116.11,0.72,2018,8,12,4,5,11
polPhs_PAZ1.2018.224.09.52.G07_2010.2640_V05.nc,-0.32,-75.01,0.82,2018,8,12,9,52,4
polPhs_PAZ1.2018.224.14.55.G15_2010.2640_V05.nc,-61.41,170.50,2.12,2018,8,12,14,55,45
polPhs_PAZ1.2018.225.15.43.G14_2010.2640_V05.nc,47.76,-152.78,0.54,2018,8,13,15,42,58
polPhs_PAZ1.2018.225.07.15.G18_2010.2640_V05.nc,7.26,173.33,0.16,2018,8,13,7,14,54
polPhs_PAZ1.2018.225.04.47.G14_2010.2640_V05.nc,10.33,3.03,6.28,2018,8,13,4,47,47
polPhs_PAZ1.2018.225.18.45.G19_2010.2640_V05.nc,67.24,-137.08,0.58,2018,8,13,18,44,58
polPhs_PAZ1.2018.225.21.41.G06_2010.2640_V05.nc,53.98,-42.14,0.45,2018,8,13,21,41,8
polPhs_PAZ1.2018.225.01.42.G11_2010.2640_V05.nc,-4.13,75.43,0.30,2018,8,13,1,42,24
polPhs_PAZ1.2018.225.11.45.G22_2010.2640_V05.nc,-45.58,77.45,0.22,2018,8,13,11,45,6
polPhs_PAZ1.2018.225.01.33.G08_2010.2640_V05.nc,28.23,86.00,0.11,2018,8,13,1,33,2
polPhs_PAZ1.2018.225.20.28.G05_2010.2640_V05.nc,43.05,160.67,0.87,2018,8,13,20,28,17
polPhs_PAZ1.2018.225.10.29.G06_2010.2640_V05.nc,25.15,124.54,0.26,2018,8,13,10,29,15
polPhs_PAZ1.2018.225.07.01.G20_2010.2640_V05.nc,-51.10,163.50,0.86,2018,8,13,7,1,14
polPhs_PAZ1.2018.225.02.18.G05_2010.2640_V05.nc,-40.40,-104.36,0.76,2018,8,13,2,17,58
polPhs_PAZ1.2018.225.13.52.G21_2010.2640_V05.nc,72.79,76.20,2.71,2018,8,13,13,52,21
polPhs_PAZ1.2018.226.05.26.G30_2010.2640_V05.nc,18.75,172.89,0.12,2018,8,14,5,26,51
polPhs_PAZ1.2018.226.20.33.G21_2010.2640_V05.nc,-43.77,153.35,0.13,2018,8,14,20,33,40
polPhs_PAZ1.2018.226.02.27.G31_2010.2640_V05.nc,58.53,-126.23,1.19,2018,8,14,2,27,46
polPhs_PAZ1.2018.226.02.41.G14_2010.2640_V05.nc,71.20,65.65,0.18,2018,8,14,2,41,24
polPhs_PAZ1.2018.226.05.48.G09_2010.2640_V05.nc,75.23,60.16,0.16,2018,8,14,5,47,58
polPhs_PAZ1.2018.226.14.00.G11_2010.2640_V05.nc,9.31,-107.43,0.85,2018,8,14,14,0,17
polPhs_PAZ1.2018.226.13.57.G18_2010.2640_V05.nc,20.50,-106.05,0.23,2018,8,14,13,57,30
polPhs_PAZ1.2018.226.11.40.G31_2010.2640_V05.nc,2.45,78.27,0.96,2018,8,14,11,40,38
polPhs_PAZ1.2018.226.07.10.G30_2010.2640_V05.nc,50.15,158.77,1.82,2018,8,14,7,10,9
polPhs_PAZ1.2018.226.16.07.G29_2010.2640_V05.nc,-60.59,70.60,0.32,2018,8,14,16,7,36
polPhs_PAZ1.2018.226.02.01.G05_2010.2640_V05.nc,-36.50,-98.75,0.55,2018,8,14,2,1,13
polPhs_PAZ1.2018.226.20.09.G02_2010.2640_V05.nc,53.18,162.92,3.33,2018,8,14,20,9,10
polPhs_PAZ1.2018.226.11.46.G12_2010.2640_V05.nc,20.42,102.23,0.12,2018,8,14,11,46,19
polPhs_PAZ1.2018.226.06.38.G24_2010.2640_V05.nc,-62.04,147.96,0.21,2018,8,14,6,38,6
polPhs_PAZ1.2018.226.10.13.G12_2010.2640_V05.nc,22.08,106.64,0.43,2018,8,14,10,12,44
polPhs_PAZ1.2018.226.20.21.G29_2010.2640_V05.nc,6.04,156.13,0.26,2018,8,14,20,20,42
polPhs_PAZ1.2018.226.08.43.G19_2010.2640_V05.nc,43.03,130.76,0.12,2018,8,14,8,43,34
polPhs_PAZ1.2018.226.06.21.G29_2010.2640_V05.nc,-42.28,-14.14,1.19,2018,8,14,6,21,21
polPhs_PAZ1.2018.227.22.58.G15_2010.2640_V05.nc,66.35,119.49,0.11,2018,8,15,22,58,8
polPhs_PAZ1.2018.227.21.28.G29_2010.2640_V05.nc,41.61,152.98,1.59,2018,8,15,21,27,47
polPhs_PAZ1.2018.227.01.22.G30_2010.2640_V05.nc,-55.36,68.12,0.16,2018,8,15,1,22,24
polPhs_PAZ1.2018.227.19.42.G07_2010.2640_V05.nc,80.72,101.77,0.61,2018,8,15,19,42,26
polPhs_PAZ1.2018.227.19.03.G27_2010.2640_V05.nc,-47.47,14.44,0.87,2018,8,15,19,3,48
polPhs_PAZ1.2018.227.22.50.G29_2010.2640_V05.nc,71.34,-143.22,2.28,2018,8,15,22,50,1
polPhs_PAZ1.2018.227.14.22.G05_2010.2640_V05.nc,-41.79,72.27,4.08,2018,8,15,14,22,18
polPhs_PAZ1.2018.227.02.22.G14_2010.2640_V05.nc,74.46,84.25,0.17,2018,8,15,2,22,38
polPhs_PAZ1.2018.227.19.53.G02_2010.2640_V05.nc,47.53,166.79,1.12,2018,8,15,19,53,15
polPhs_PAZ1.2018.227.06.46.G28_2010.2640_V05.nc,21.92,158.27,0.20,2018,8,15,6,46,9
polPhs_PAZ1.2018.227.15.52.G29_2010.2640_V05.nc,-54.18,66.65,0.13,2018,8,15,15,52,24
polPhs_PAZ1.2018.227.16.37.G01_2010.2640_V05.nc,73.56,-147.58,1.04,2018,8,15,16,37,12
polPhs_PAZ1.2018.227.01.08.G18_2010.2640_V05.nc,-8.59,84.70,0.11,2018,8,15,1,8,42
polPhs_PAZ1.2018.227.07.10.G06_2010.2640_V05.nc,63.19,-4.38,0.87,2018,8,15,7,10,43
polPhs_PAZ1.2018.227.09.56.G12_2010.2640_V05.nc,23.57,107.77,0.24,2018,8,15,9,55,52
polPhs_PAZ1.2018.227.11.31.G02_2010.2640_V05.nc,32.73,108.09,0.18,2018,8,15,11,32,7
polPhs_PAZ1.2018.228.09.16.G18_2010.2640_V05.nc,-59.56,146.74,0.90,2018,8,16,9,16,39
polPhs_PAZ1.2018.228.22.18.G25_2010.2640_V05.nc,31.02,-89.34,0.64,2018,8,16,22,18,26
polPhs_PAZ1.2018.228.17.13.G21_2010.2640_V05.nc,-49.79,27.53,0.13,2018,8,16,17,13,16
polPhs_PAZ1.2018.228.09.57.G15_2010.2640_V05.nc,72.43,4.48,0.15,2018,8,16,9,57,40
polPhs_PAZ1.2018.228.03.03.G29_2010.2640_V05.nc,-28.56,-116.93,0.47,2018,8,16,3,3,51
polPhs_PAZ1.2018.228.09.37.G19_2010.2640_V05.nc,19.87,128.29,0.22,2018,8,16,9,37,29
polPhs_PAZ1.2018.228.20.27.G11_2010.2640_V05.nc,-28.63,-20.87,0.57,2018,8,16,20,27,53
polPhs_PAZ1.2018.228.03.31.G08_2010.2640_V05.nc,64.72,175.26,0.11,2018,8,16,3,31,13
polPhs_PAZ1.2018.228.19.16.G30_2010.2640_V05.nc,56.21,-21.26,1.37,2018,8,16,19,16,3
polPhs_PAZ1.2018.228.07.43.G20_2010.2640_V05.nc,-50.40,139.40,2.03,2018,8,16,7,42,46
polPhs_PAZ1.2018.228.21.04.G30_2010.2640_V05.nc,61.25,111.10,0.15,2018,8,16,21,5,3
polPhs_PAZ1.2018.228.19.49.G29_2010.2640_V05.nc,-4.91,160.52,1.42,2018,8,16,19,49,29
polPhs_PAZ1.2018.228.08.02.G28_2010.2640_V05.nc,19.76,156.28,0.27,2018,8,16,8,2,11
polPhs_PAZ1.2018.228.18.48.G20_2010.2640_V05.nc,-51.70,-12.18,0.55,2018,8,16,18,48,11
polPhs_PAZ1.2018.228.22.48.G21_2010.2640_V05.nc,36.11,122.39,0.31,2018,8,16,22,48,25
polPhs_PAZ1.2018.228.15.52.G07_2010.2640_V05.nc,6.27,15.69,2.07,2018,8,16,15,51,58
polPhs_PAZ1.2018.228.08.50.G16_2010.2640_V05.nc,-20.76,-50.50,0.19,2018,8,16,8,50,38
polPhs_PAZ1.2018.228.06.11.G15_2010.2640_V05.nc,-39.49,167.38,0.18,2018,8,16,6,12,0
polPhs_PAZ1.2018.228.22.06.G17_2010.2640_V05.nc,-13.45,-47.65,1.30,2018,8,16,22,6,26
polPhs_PAZ1.2018.228.04.13.G24_2010.2640_V05.nc,-47.31,17.63,0.53,2018,8,16,4,13,0
polPhs_PAZ1.2018.228.06.24.G13_2010.2640_V05.nc,14.51,153.93,1.09,2018,8,16,6,24,43
polPhs_PAZ1.2018.228.20.26.G18_2010.2640_V05.nc,-37.40,-22.02,0.15,2018,8,16,20,26,1
polPhs_PAZ1.2018.228.01.04.G30_2010.2640_V05.nc,-50.12,69.41,0.68,2018,8,16,1,3,47
polPhs_PAZ1.2018.228.23.47.G31_2010.2640_V05.nc,7.73,-102.86,0.71,2018,8,16,23,46,56
polPhs_PAZ1.2018.228.05.53.G32_2010.2640_V05.nc,-62.79,-54.96,0.42,2018,8,16,5,53,3
polPhs_PAZ1.2018.228.04.07.G06_2010.2640_V05.nc,-33.05,39.58,0.55,2018,8,16,4,7,56
polPhs_PAZ1.2018.229.22.26.G13_2010.2640_V05.nc,54.87,110.25,0.41,2018,8,17,22,26,46
polPhs_PAZ1.2018.229.05.33.G32_2010.2640_V05.nc,-57.57,-41.95,0.16,2018,8,17,5,33,36
polPhs_PAZ1.2018.229.17.25.G18_2010.2640_V05.nc,61.82,19.25,0.16,2018,8,17,17,24,57
polPhs_PAZ1.2018.229.03.15.G08_2010.2640_V05.nc,68.03,164.60,0.13,2018,8,17,3,15,32
polPhs_PAZ1.2018.229.22.41.G30_2010.2640_V05.nc,-5.65,92.79,1.21,2018,8,17,22,41,21
polPhs_PAZ1.2018.229.13.25.G17_2010.2640_V05.nc,-48.66,-127.03,2.53,2018,8,17,13,25,40
polPhs_PAZ1.2018.229.02.21.G19_2010.2640_V05.nc,-48.24,40.97,0.49,2018,8,17,2,21,33
polPhs_PAZ1.2018.229.14.28.G14_2010.2640_V05.nc,70.11,-109.35,0.16,2018,8,17,14,28,48
polPhs_PAZ1.2018.229.13.59.G29_2010.2640_V05.nc,0.23,69.74,0.13,2018,8,17,13,58,58
polPhs_PAZ1.2018.229.10.36.G22_2010.2640_V05.nc,-51.74,109.57,0.13,2018,8,17,10,36,27
polPhs_PAZ1.2018.229.22.06.G24_2010.2640_V05.nc,46.49,-71.88,0.26,2018,8,17,22,6,15
polPhs_PAZ1.2018.229.20.10.G18_2010.2640_V05.nc,-31.07,-18.52,0.23,2018,8,17,20,10,11
polPhs_PAZ1.2018.229.12.43.G14_2010.2640_V05.nc,65.80,21.47,1.19,2018,8,17,12,43,37
polPhs_PAZ1.2018.229.14.19.G27_2010.2640_V05.nc,66.92,4.17,0.13,2018,8,17,14,18,55
polPhs_PAZ1.2018.229.04.52.G09_2010.2640_V05.nc,70.46,114.95,0.17,2018,8,17,4,52,25
polPhs_PAZ1.2018.229.10.48.G14_2010.2640_V05.nc,0.90,90.59,0.49,2018,8,17,10,48,19
polPhs_PAZ1.2018.229.09.21.G19_2010.2640_V05.nc,24.52,130.14,0.13,2018,8,17,9,21,31
polPhs_PAZ1.2018.229.14.26.G08_2010.2640_V05.nc,62.71,-75.19,0.19,2018,8,17,14,26,47
polPhs_PAZ1.2018.229.13.49.G05_2010.2640_V05.nc,-33.85,83.60,0.26,2018,8,17,13,48,58
polPhs_PAZ1.2018.229.02.48.G29_2010.2640_V05.nc,-21.84,-115.40,0.14,2018,8,17,2,48,36
polPhs_PAZ1.2018.229.01.14.G23_2010.2640_V05.nc,-19.64,-122.61,0.37,2018,8,17,1,14,15
polPhs_PAZ1.2018.230.17.40.G31_2010.2640_V05.nc,-8.94,168.64,0.12,2018,8,18,17,41,23
polPhs_PAZ1.2018.230.23.27.G29_2010.2640_V05.nc,55.99,-105.84,1.46,2018,8,18,23,26,54
polPhs_PAZ1.2018.230.20.31.G02_2010.2640_V05.nc,68.13,161.10,1.21,2018,8,18,20,31,17
polPhs_PAZ1.2018.230.01.48.G11_2010.2640_V05.nc,7.91,75.48,0.70,2018,8,18,1,47,42
polPhs_PAZ1.2018.230.03.55.G29_2010.2640_V05.nc,-58.67,-107.02,0.13,2018,8,18,3,55,3
polPhs_PAZ1.2018.230.16.10.G12_2010.2640_V05.nc,-20.41,-160.14,1.76,2018,8,18,16,10,20
polPhs_PAZ1.2018.230.19.00.G09_2010.2640_V05.nc,52.56,162.07,7.33,2018,8,18,19,0,17
polPhs_PAZ1.2018.230.22.03.G15_2010.2640_V05.nc,71.02,167.44,0.28,2018,8,18,22,3,19
polPhs_PAZ1.2018.230.00.16.G08_2010.2640_V05.nc,-1.90,95.71,4.43,2018,8,18,0,15,50
polPhs_PAZ1.2018.230.19.26.G31_2010.2640_V05.nc,-44.17,149.61,1.18,2018,8,18,19,26,10
polPhs_PAZ1.2018.231.16.35.G30_2010.2640_V05.nc,5.36,4.64,0.35,2018,8,19,16,34,45
polPhs_PAZ1.2018.231.00.35.G23_2010.2640_V05.nc,-39.38,-108.29,0.34,2018,8,19,0,35,13
polPhs_PAZ1.2018.231.07.29.G07_2010.2640_V05.nc,81.83,-73.99,0.47,2018,8,19,7,29,21
polPhs_PAZ1.2018.231.08.30.G11_2010.2640_V05.nc,-33.97,159.95,0.82,2018,8,19,8,30,46
polPhs_PAZ1.2018.231.12.34.G08_2010.2640_V05.nc,7.08,-85.56,0.45,2018,8,19,12,34,28
polPhs_PAZ1.2018.231.00.10.G11_2010.2640_V05.nc,-42.36,91.31,0.12,2018,8,19,0,9,56
polPhs_PAZ1.2018.231.00.30.G09_2010.2640_V05.nc,-62.54,-89.89,1.45,2018,8,19,0,30,8
polPhs_PAZ1.2018.231.07.05.G18_2010.2640_V05.nc,2.48,175.28,1.99,2018,8,19,7,5,23
polPhs_PAZ1.2018.231.11.52.G02_2010.2640_V05.nc,11.88,102.90,2.57,2018,8,19,11,52,27
polPhs_PAZ1.2018.231.04.08.G08_2010.2640_V05.nc,46.12,-167.74,0.60,2018,8,19,4,8,42
polPhs_PAZ1.2018.231.13.15.G02_2010.2640_V05.nc,-36.91,86.09,0.16,2018,8,19,13,14,57
polPhs_PAZ1.2018.231.02.05.G02_2010.2640_V05.nc,-60.53,-103.57,0.11,2018,8,19,2,5,14
polPhs_PAZ1.2018.231.15.42.G32_2010.2640_V05.nc,12.84,-160.82,1.02,2018,8,19,15,42,16
polPhs_PAZ1.2018.231.06.16.G02_2010.2640_V05.nc,2.47,7.73,0.86,2018,8,19,6,16,30
polPhs_PAZ1.2018.231.05.59.G09_2010.2640_V05.nc,69.51,26.06,0.48,2018,8,19,5,59,28
polPhs_PAZ1.2018.231.09.43.G08_2010.2640_V05.nc,-54.93,-81.54,0.11,2018,8,19,9,43,15
polPhs_PAZ1.2018.231.08.45.G17_2010.2640_V05.nc,17.16,141.65,0.23,2018,8,19,8,45,3
polPhs_PAZ1.2018.231.10.21.G12_2010.2640_V05.nc,20.13,109.62,0.18,2018,8,19,10,21,14
polPhs_PAZ1.2018.231.10.02.G22_2010.2640_V05.nc,-49.97,126.55,1.62,2018,8,19,10,2,27
polPhs_PAZ1.2018.231.13.27.G29_2010.2640_V05.nc,10.26,73.99,0.14,2018,8,19,13,27,30
polPhs_PAZ1.2018.231.12.51.G30_2010.2640_V05.nc,-50.95,-109.22,0.17,2018,8,19,12,51,15
polPhs_PAZ1.2018.231.22.40.G22_2010.2640_V05.nc,-52.58,-74.66,1.21,2018,8,19,22,40,25
polPhs_PAZ1.2018.231.14.09.G01_2010.2640_V05.nc,9.79,-110.07,0.15,2018,8,19,14,8,59
polPhs_PAZ1.2018.231.02.37.G27_2010.2640_V05.nc,58.57,-159.97,0.42,2018,8,19,2,37,30
polPhs_PAZ1.2018.231.22.42.G17_2010.2640_V05.nc,-36.03,-47.20,0.28,2018,8,19,22,42,35
polPhs_PAZ1.2018.231.15.53.G12_2010.2640_V05.nc,-21.26,-159.02,0.11,2018,8,19,15,53,10
polPhs_PAZ1.2018.231.10.53.G20_2010.2640_V05.nc,28.77,-53.32,0.46,2018,8,19,10,53,30
polPhs_PAZ1.2018.231.03.39.G29_2010.2640_V05.nc,-52.06,-110.75,0.24,2018,8,19,3,39,46
polPhs_PAZ1.2018.231.01.23.G08_2010.2640_V05.nc,30.46,90.68,0.18,2018,8,19,1,23,18
polPhs_PAZ1.2018.231.15.12.G27_2010.2640_V05.nc,44.55,27.59,0.11,2018,8,19,15,12,7
polPhs_PAZ1.2018.231.20.26.G29_2010.2640_V05.nc,14.53,157.98,0.49,2018,8,19,20,26,35
polPhs_PAZ1.2018.231.07.11.G28_2010.2640_V05.nc,19.48,160.36,0.17,2018,8,19,7,10,56
polPhs_PAZ1.2018.231.12.43.G28_2010.2640_V05.nc,-20.86,-108.55,0.13,2018,8,19,12,43,33
polPhs_PAZ1.2018.231.11.19.G18_2010.2640_V05.nc,-63.93,-70.36,0.26,2018,8,19,11,19,10
polPhs_PAZ1.2018.231.18.18.G11_2010.2640_V05.nc,34.48,0.84,0.61,2018,8,19,18,18,16
polPhs_PAZ1.2018.231.02.10.G05_2010.2640_V05.nc,-39.95,-104.80,0.40,2018,8,19,2,9,50
polPhs_PAZ1.2018.232.08.09.G10_2010.2640_V05.nc,-47.86,134.77,0.15,2018,8,20,8,10,2
polPhs_PAZ1.2018.232.22.34.G19_2010.2640_V05.nc,-7.70,-56.12,0.16,2018,8,20,22,34,1
polPhs_PAZ1.2018.232.21.04.G17_2010.2640_V05.nc,8.33,-39.39,0.94,2018,8,20,21,3,53
polPhs_PAZ1.2018.232.21.08.G12_2010.2640_V05.nc,26.30,-67.17,1.67,2018,8,20,21,8,30
polPhs_PAZ1.2018.232.23.15.G10_2010.2640_V05.nc,21.68,122.18,0.19,2018,8,20,23,15,39
polPhs_PAZ1.2018.232.00.55.G32_2010.2640_V05.nc,72.33,129.65,0.57,2018,8,20,0,55,17
